counter,RA,DEC,G_MAG_AB,R_MAG_AB,Y_MAG_AB,J_MAG_AB,H_MAG_AB,K_MAG_AB,ch1_mag,ch2_mag,gj,rj,jk,rk,Fpk,Hpk,redshift,specObjID,class,JNAME,ra_x,dec_x,errHalfMaj,errHalfMin,errPosAng,W1mag,W2mag,W3mag,W4mag,Jmag,Hmag,Kmag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,e_Jmag,e_Hmag,e_Kmag,cntr,cc_flags,ext_flg,var_flg,ph_qual,r_2mass,angDist,RAdeg,DEdeg,errHalfMaj_x,errHalfMin_x,errPosAng_x,objID,mode,q_mode,class_x,SDSS12,m_SDSS12,flags,ObsDate,Q,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,zsp,e_zsp,f_zsp,zph,e_zph,avg_zph,pmRA,e_pmRA,pmDE,e_pmDE,SpObjID,spType,spCl,subClass,angDist_x
2,0.062537,-0.578794,24.2109,22.2703,20.06885,19.78327,19.064283,18.481094,17.63439,17.652925,4.427629,2.4870298,1.3021754,3.789205,-999.0,-999.0,-999.0,Gemini,none,J000015.00-003443.6,0.062537,-0.578794,0.208,0.189,124.0,14.955,14.484,12.246,8.835,,,,0.041,0.065,,,,,,100001241002999,0,0,00nn,AAUU,,0.205547,0.062537,-0.578782,0.098,0.098,0.0,1237660235495637881,2,,3,J000015.00-003443.6,*,281640601518848,2002.8315,3,25.203,1.73,23.443,0.569,22.038,0.24,20.571,0.095,19.78,0.192,,,,,,,,,,,0,,,,0.04465
3,0.069474,0.089717,23.3576,21.6781,20.202389,19.708937,19.207716,18.771132,18.017138,17.556839,3.6486623,1.9691637,0.93780506,2.9069686,-999.0,-999.0,999.0,NIRES080218,?,J000016.67+000522.9,0.069474,0.089717,0.214,0.193,117.0,15.428,14.203,10.266,7.757,,,,0.05,0.054,0.064,0.15,,,,100001241018075,0,0,111,AAAB,,0.482891,0.069431,0.089657,0.114,0.106,90.0,1237667172926161428,2,,3,J000016.66+000522.7,*,175992995971344,2004.9504,3,24.349,1.122,23.496,0.342,21.545,0.106,20.413,0.062,19.743,0.155,,,,,,,,,,,0,,,,0.265752
4,0.134173,0.695095,23.4021,21.9563,20.369802,19.740633,19.582993,18.790592,18.524115,18.444016,3.6614664,2.2156675,0.9500407,3.165708,-999.0,-999.0,-999.0,0,none,J000032.20+004142.3,0.134173,0.695095,0.345,0.312,123.0,15.742,15.269,12.092,8.491,,,,0.061,0.131,0.344,0.319,,,,100001241033410,0,0,00nn,ABBB,,0.404517,0.134169,0.695083,0.676,0.67,0.0,1237657363759301021,2,,3,J000032.20+004142.2,,105622104178960,2001.9417,2,25.141,1.634,24.677,1.143,24.091,0.928,20.98,0.106,21.46,0.539,,,,,,,,,,,0,,,,0.044809
5,0.148627,0.954599,22.5714,21.4646,19.758677,19.176252,18.59557,18.133766,17.54958,17.5643,3.395147,2.288347,1.0424861,3.330833,-999.0,-999.0,-999.0,0,none,J000035.67+005716.5,0.148627,0.954599,0.209,0.196,135.0,14.912,14.354,12.137,8.431,,,,0.04,0.065,0.356,,,,,101501241003080,0,0,11nn,AACU,,0.045273,0.148631,0.954576,0.171,0.124,90.0,1237666650032439729,2,,3,J000035.67+005716.4,*,68987912448,2004.8439,2,23.911,1.434,22.397,0.176,21.474,0.123,20.68,0.097,19.977,0.191,,,,,,,,,,,0,,,,0.08334
6,0.192235,-0.534088,22.7765,21.1863,19.772924,19.500998,18.896547,18.531534,18.9445,18.713732,3.275503,1.6853025,0.9694632,2.6547656,-999.0,-999.0,-999.0,0,none,J000046.13-003202.7,0.192235,-0.534088,0.49,0.43,122.0,16.204,15.606,11.422,8.805,,,,0.087,0.168,0.176,0.443,,,,100001241001800,0,0,0nnn,ABBC,,0.624881,0.192258,-0.534096,0.127,0.109,90.0,1237657362148753819,2,,3,J000046.14-003202.7,*,68987912448,2001.9417,2,22.449,0.614,22.554,0.272,21.047,0.096,20.503,0.082,19.855,0.174,,,,,,,,,,,0,,,,0.088648
7,0.567052,0.621691,22.115,22.3845,19.702408,19.731567,19.13925,18.790096,18.9538,18.83985,2.3834321,2.652933,0.941471,3.5944037,-999.0,-999.0,-999.0,0,none,J000216.09+003718.0,0.567052,0.621691,0.418,0.378,118.0,15.912,15.568,12.496,8.816,,,,0.073,0.164,,,,,,100001241030517,0,0,1nnn,ABUU,,0.322189,0.567086,0.621583,0.047,0.046,90.0,1237663277928022670,1,+,3,J000216.10+003717.6,*,35253360001296,2003.7408,3,23.735,0.757,22.025,0.102,20.786,0.05,20.092,0.044,19.872,0.122,,,,0.45526,0.11448,0.45143,,,,,0,,,,0.407899
8,0.89695,-0.853132,22.7775,21.6727,20.164904,19.68032,19.444046,18.82614,18.495144,18.555216,3.0971792,1.9923799,0.8541812,2.846561,-999.0,-999.0,-999.0,0,none,J000335.26-005111.2,0.89695,-0.853132,0.442,0.418,141.0,15.952,15.285,11.926,8.706,,,,0.078,0.144,,0.498,,,,15001601241038096,0,0,01nn,ABUC,,0.288006,0.897,-0.853141,0.121,0.102,0.0,1237666381048447344,2,,3,J000335.28-005111.3,,143188035764480,2004.7702,1,22.819,0.583,22.584,0.187,21.879,0.137,20.731,0.062,20.094,0.137,,,,,,,,,,,0,,,,0.183258
9,1.048396,0.220706,23.269,21.3521,19.879957,19.562054,19.061491,18.58928,18.880589,18.582056,3.7069452,1.7900465,0.9727744,2.7628207,-999.0,-999.0,-999.0,0,none,J000411.61+001314.5,1.048396,0.220706,0.493,0.431,123.0,16.074,16.168,12.582,8.625,,,,0.078,0.278,,,,,,15100001241029014,0,0,0nnn,ABUU,,0.252792,1.048395,0.220699,0.156,0.142,90.0,1237646011620459086,2,,6,J000411.61+001314.5,,281543964623104,1998.7332,2,25.754,1.043,23.4,0.435,21.35,0.118,20.636,0.075,20.207,0.221,,,,,,,,,,,0,,,,0.025464
10,2.9154,-0.17364,23.1258,22.328,20.269125,19.460985,19.313692,18.569656,17.359503,16.895254,3.6648138,2.8670137,0.8913287,3.7583423,-999.0,-999.0,-999.0,0,none,J001139.69-001025.1,2.9154,-0.17364,0.164,0.152,130.0,14.8,13.514,11.124,7.952,,,,0.038,0.04,0.153,0.206,,,,30100001241012617,0,0,00n3,AABB,,0.204084,2.915407,-0.173656,0.093,0.089,90.0,1237645877946549134,2,,3,J001139.69-001025.1,*,281543964623104,1998.7168,3,24.214,1.207,23.039,0.299,22.357,0.241,20.975,0.108,20.115,0.225,,,,,,,,,,,0,,,,0.063994
11,3.062437,0.807144,23.9467,22.395,20.113674,19.478487,19.022444,18.68961,17.535511,17.013062,4.4682117,2.9165132,0.78887737,3.7053905,-999.0,-999.0,-999.0,0,none,J001214.98+004825.7,3.062437,0.807144,0.185,0.17,122.0,15.171,13.592,10.566,7.839,,,,0.045,0.042,0.091,,,,,30101501241002789,0,0,111n,AAAU,,0.227402,3.062438,0.807122,0.096,0.088,0.0,1237660237107561361,2,,6,J001214.98+004825.6,*,68987912448,2002.8316,3,25.035,0.833,24.057,0.411,22.26,0.146,21.321,0.099,20.59,0.184,,,,,,,,,,,0,,,,0.079741
12,3.57303,0.770561,23.4829,21.7386,20.51426,20.134527,19.215633,18.81685,18.401943,18.482817,3.3483732,1.6040723,1.3176764,2.9217486,-999.0,-999.0,-999.0,0,none,J001417.52+004614.0,3.57303,0.770561,0.333,0.314,139.0,15.745,14.965,12.407,8.364,,,,0.061,0.101,0.503,0.351,,,,30101501241000177,0,0,01nn,AACB,,0.284709,3.573056,0.770551,0.178,0.162,90.0,1237666636609618285,2,,3,J001417.53+004613.9,*,281543964753920,2004.8412,2,24.111,1.685,23.576,0.698,21.873,0.199,20.985,0.135,20.414,0.256,,,,,,,,,,,0,,,,0.100417
13,3.724446,0.66708,22.8729,21.6203,19.584682,19.468552,18.930237,18.389635,17.401804,16.856028,3.4043481,2.1517484,1.0789164,3.2306647,-999.0,-999.0,-999.0,0,none,J001453.86+004001.4,3.724446,0.66708,0.179,0.164,135.0,14.85,13.503,10.537,7.349,,,,0.039,0.046,0.102,0.158,,,,30100001241031052,0,0,221n,AAAB,,0.385314,3.724464,0.667061,0.074,0.062,90.0,1237660009476260525,2,,6,J001453.87+004001.4,,68987912960,2002.7744,3,25.671,0.692,23.145,0.23,21.77,0.107,20.605,0.058,19.981,0.117,,,,,,,,,,,0,,,,0.093211
14,3.796526,0.771477,22.7267,21.7316,20.172855,19.629282,18.926327,18.54679,17.985064,17.977507,3.0974176,2.1023176,1.0824927,3.1848102,-999.0,-999.0,-999.0,Gemini18B,none,J001511.16+004617.3,3.796526,0.771477,0.305,0.284,137.0,15.416,14.768,11.766,7.926,,,,0.055,0.094,0.287,,,,,45101501241005634,0,0,00nn,AABU,,0.149707,3.796505,0.771486,0.103,0.075,0.0,1237657106061329026,2,,3,J001511.16+004617.3,,68987912448,2001.865,3,23.111,0.558,22.894,0.237,21.463,0.109,20.802,0.096,19.991,0.17,,,,,,,,,,,0,,,,0.083013
15,3.806331,-0.549673,22.5644,21.4342,20.108301,19.459167,19.2629,18.521544,17.394745,17.093983,3.105232,1.9750326,0.93762386,2.9126563,-999.0,-999.0,0.832,Gemini18B,QSO,J001513.51-003258.8,3.806331,-0.549673,0.186,0.174,140.0,14.914,13.722,10.981,7.66,,,,0.04,0.047,0.145,0.192,,,,45100001241005694,0,0,000n,AABB,,0.313189,3.806357,-0.549693,0.148,0.115,90.0,1237657362150326516,2,,3,J001513.52-003258.8,,68987912448,2001.9417,2,24.234,2.498,21.877,0.157,21.005,0.108,20.288,0.079,19.581,0.146,,,,,,,,,,,0,,,,0.11994
16,3.966802,-0.987506,23.1471,21.6604,20.154078,19.971056,19.268772,18.851816,18.694536,18.780142,3.1760442,1.6893442,1.1192397,2.8085837,-999.0,-999.0,-999.0,0,none,J001552.03-005915.0,3.966802,-0.987506,0.426,0.386,127.0,16.018,15.642,11.745,8.633,,,,0.074,0.163,0.24,,,,,45001601241034947,0,0,1nnn,ABBU,,0.634544,3.966832,-0.987561,0.125,0.114,0.0,1237663739638383102,2,,3,J001552.03-005915.2,,439873639153920,2003.8827,3,24.638,1.491,23.05,0.37,21.147,0.099,20.542,0.084,20.375,0.266,,,,,,,,,,,0,,,,0.225018
17,4.384742,-0.079213,23.3359,21.9261,20.305336,19.435913,18.911001,18.540066,17.72955,17.802277,3.899986,2.4901865,0.8958472,3.3860335,-999.0,-999.0,-999.0,Gemini18B,none,J001732.33-000445.1,4.384742,-0.079213,0.227,0.209,122.0,15.146,14.414,12.575,9.006,,,,0.044,0.065,,,,,,45100001241016828,0,0,10nn,AAUU,,0.135761,4.384711,-0.079196,0.117,0.084,90.0,1237660236034409120,2,,3,J001732.33-000445.1,*,281543964623104,2002.8316,3,24.211,2.685,22.361,0.312,21.027,0.149,19.854,0.08,19.41,0.218,,,,,,,,,,,0,,,,0.126901
18,4.425562,0.621374,22.6011,22.0745,19.97713,19.735699,19.408669,18.87875,19.073723,19.142057,2.865402,2.3388002,0.85694873,3.1957488,-999.0,-999.0,-999.0,0,none,J001742.13+003716.9,4.425562,0.621374,0.555,0.492,128.0,16.258,16.204,12.57,8.842,,,,0.089,0.289,0.496,,,,,45100001241030693,0,0,1nnn,ABCU,,0.955683,4.425418,0.621571,0.083,0.073,0.0,1237663527057097350,2,,3,J001742.10+003717.6,,105624251793680,2003.809,3,25.966,0.91,22.713,0.246,20.739,0.073,19.923,0.056,19.235,0.106,,,,,,,,,,,0,,,,0.878528
19,4.452944,-0.247525,22.6335,21.3365,19.893913,19.661568,18.998552,18.533945,18.027304,18.096281,2.9719312,1.6749322,1.1276225,2.8025546,-999.0,-999.0,-999.0,0,none,J001748.70-001451.0,4.452944,-0.247525,0.266,0.246,130.0,15.406,14.855,12.44,8.336,,,,0.05,0.089,,,,,,45100001241009603,0,0,00nn,AAUU,,0.455354,4.45298,-0.247615,0.044,0.043,90.0,1237663276855984539,2,,3,J001748.71-001451.4,*,251524022528,2003.7408,3,23.675,0.752,22.527,0.152,21.48,0.082,20.567,0.057,20.098,0.163,,,,,,,,,,,0,,,,0.348072
20,4.483007,0.846485,23.1346,21.6043,20.109879,19.58175,19.257719,18.624626,19.282793,19.323788,3.5528486,2.0225484,0.9571246,2.979673,-999.0,-999.0,999.0,NIRES080418_0922,?,J001755.92+005047.3,4.483007,0.846485,0.652,0.601,143.0,16.423,16.08,12.573,8.751,,,,0.105,0.281,,,,,,45101501241003151,0,0,0nnn,ABUU,,1.234751,4.482816,0.846509,0.122,0.073,0.0,1237660027190051437,2,,3,J001755.87+005047.4,,68987912192,2002.7771,3,23.071,0.549,22.748,0.17,21.546,0.101,20.543,0.062,20.12,0.138,,,,,,,,,,,0,,,,0.692034
21,4.956777,0.688002,21.9286,21.0621,19.90907,19.548784,18.946547,18.11601,16.779903,16.25257,2.3798158,1.513315,1.4327735,2.9460883,-999.0,-999.0,-999.0,0,none,J001949.62+004116.8,4.956777,0.688002,0.123,0.116,133.0,14.471,13.046,9.882,7.426,,,,0.032,0.032,0.049,0.123,,,,45100001241028916,0,0,111n,AAAB,,0.313161,4.95678,0.68801,0.063,0.051,0.0,1237663544235065750,2,,3,J001949.62+004116.8,*,217164284160,2003.8118,3,22.103,0.304,21.933,0.122,20.877,0.064,20.168,0.053,19.939,0.153,,,,,,,,,,,0,,,,0.029124
22,4.97458,0.534297,23.6121,21.4346,19.590584,19.424898,19.037031,18.715292,18.622532,18.253471,4.187202,2.0097024,0.70960605,2.7193084,-999.0,-999.0,-999.0,0,none,J001953.89+003203.4,4.97458,0.534297,0.342,0.299,117.0,15.824,14.717,11.286,8.969,,,,0.069,0.08,0.157,0.474,,,,45100001241029027,0,0,00nn,AABC,,0.982332,4.974727,0.534057,0.034,0.034,90.0,1237667173465194941,2,,6,J001953.93+003202.6,*,35253360001296,2004.9504,3,24.304,0.66,23.831,0.301,21.287,0.057,20.444,0.045,19.556,0.07,,,,,,,,,,,0,,,,1.012585
23,5.225146,0.225382,23.2039,21.5391,20.198078,19.671373,19.165905,18.602667,19.037373,18.97446,3.5325258,1.867727,1.0687064,2.9364333,-999.0,-999.0,999.0,NIRES080418_0922,?,J002054.03+001331.3,5.225146,0.225382,0.575,0.538,133.0,16.272,15.88,12.082,8.96,,,,0.094,0.233,,,,,,45100001241026397,0,0,0nnn,ABUU,,0.384108,5.225114,0.225312,0.065,0.065,90.0,1237663741249520416,2,,3,J002054.02+001331.1,,281543964623104,2003.8827,3,23.329,0.637,23.27,0.289,21.447,0.088,20.817,0.069,20.527,0.223,,,,,,,,,,,0,,,,0.275738
24,5.323058,0.251594,23.0772,21.445,20.046766,19.897892,19.115116,18.766512,17.920576,17.905872,3.1793077,1.5471075,1.13138,2.6784873,-999.0,-999.0,-999.0,0,none,J002117.53+001505.7,5.323058,0.251594,0.26,0.243,138.0,15.256,14.547,11.879,8.671,,,,0.05,0.075,0.297,0.416,,,,60100001241022100,0,0,11nn,AABC,,0.350585,5.323061,0.251592,0.099,0.093,90.0,1237656852122894931,2,,3,J002117.53+001505.7,*,176027355710296,2001.786,3,25.884,0.688,22.75,0.178,21.42,0.084,20.574,0.059,19.972,0.153,,,,,,,,,,,0,,,,0.014059
25,5.386331,0.727336,22.6211,21.2211,20.135817,19.563522,19.0333,18.48406,17.640324,17.274273,3.057577,1.6575773,1.0794619,2.737039,-999.0,-999.0,-999.0,0,none,J002132.71+004338.4,5.386331,0.727336,0.18,0.166,132.0,14.885,13.837,11.171,8.496,,,,0.038,0.048,0.141,0.306,,,,60100001241035456,0,0,00nn,AABB,,0.110076,5.386311,0.727336,0.189,0.17,90.0,1237666499150741938,2,,3,J002132.71+004338.4,,103347785984,2004.7921,1,23.933,1.292,22.705,0.24,21.042,0.094,20.294,0.071,19.627,0.118,,,,,,,,,,,0,,,,0.071806
26,5.428998,-0.10199,22.9102,21.4839,20.649193,19.832794,19.161688,18.693705,18.775902,18.722273,3.0774057,1.6511056,1.1390895,2.790195,-999.0,-999.0,2.1,NIRES092318,QSO,J002142.95-000607.1,5.428998,-0.10199,0.418,0.379,120.0,16.058,15.636,11.653,8.792,,,,0.073,0.165,0.206,,,,,60100001241020781,0,0,0nnn,ABBU,,0.146859,5.429003,-0.10199,0.188,0.097,90.0,1237645877947663097,2,,3,J002142.96-000607.1,*,281543964623104,1998.7169,3,22.953,0.518,23.148,0.297,21.592,0.114,20.788,0.093,20.466,0.282,,,,,,,,,,,0,,,,0.019756
27,5.601909,0.867079,23.1784,21.6555,20.419792,19.605831,19.046354,18.59778,19.033134,18.982973,3.5725687,2.049669,1.0080508,3.0577197,-999.0,-999.0,-999.0,0,none,J002224.45+005201.4,5.601909,0.867079,0.521,0.479,135.0,16.2,15.83,12.044,8.644,,,,0.086,0.217,0.312,,,,,60101501241004884,0,0,0nnn,ABBU,,0.597334,5.601906,0.866927,0.149,0.144,0.0,1237659906934178445,2,,3,J002224.45+005200.9,*,2279352566088,2002.7607,3,23.595,1.13,23.313,0.342,21.572,0.125,21.018,0.116,20.155,0.208,,,,,,,,,,,0,,,,0.548061
28,5.687998,0.416876,22.4254,21.3845,20.160418,19.575296,19.088362,18.56883,17.666836,17.54623,2.8501031,1.8092039,1.0064658,2.8156695,-999.0,-999.0,-999.0,0,none,J002245.11+002500.7,5.687998,0.416876,0.198,0.184,120.0,14.996,14.18,10.999,8.793,,,,0.042,0.054,0.123,0.458,,,,60100001241023598,0,0,111n,AABC,,0.149839,5.68797,0.416889,0.119,0.114,90.0,1237663204379787853,2,,3,J002245.11+002500.8,*,68987912448,2003.7353,3,23.239,1.035,22.35,0.196,21.145,0.107,20.259,0.073,19.77,0.209,,,,,,,,,,,0,,,,0.111674
29,5.798651,0.637199,23.3677,21.8579,20.167677,19.786095,19.002449,18.42485,18.676977,18.7132,3.5816057,2.0718057,1.3612441,3.4330497,-999.0,-999.0,-999.0,Gemini18B,none,J002311.67+003813.9,5.798651,0.637199,0.443,0.396,120.0,15.963,15.528,12.398,8.636,,,,0.075,0.161,0.444,,,,,60100001241034162,0,0,0nnn,ABCU,,0.236006,5.798677,0.637192,0.122,0.081,0.0,1237663505580098068,2,,3,J002311.68+003813.8,*,217164284160,2003.8063,3,24.445,1.559,22.837,0.277,21.23,0.092,20.546,0.078,19.796,0.158,,,,,,,,,,,0,,,,0.096694
30,5.847391,0.834918,23.0183,21.3112,20.369282,19.609398,19.12661,18.706873,19.053808,19.138788,3.408901,1.7018011,0.9025248,2.6043258,-999.0,-999.0,-999.0,0,none,J002323.37+005005.7,5.847391,0.834918,0.53,0.495,133.0,16.166,15.512,12.23,9.027,,,,0.092,0.171,0.409,,,,,60101501241004810,0,0,0nnn,ABCU,,0.541437,5.847333,0.83484,0.125,0.089,0.0,1237666499150938376,2,,3,J002323.35+005005.4,*,35253360132368,2004.7922,1,25.029,1.246,22.861,0.239,21.131,0.082,20.537,0.074,20.141,0.153,,,,,,,,,,,0,,,,0.349492
31,6.014925,-0.072698,22.7103,21.4831,20.295824,19.942816,19.524878,18.641287,19.234577,18.920824,2.7674844,1.5402849,1.3015288,2.8418136,-999.0,-999.0,999.0,NIRES080418_0923,?,J002403.58-000421.7,6.014925,-0.072698,0.457,0.411,124.0,16.153,15.733,11.735,8.926,,,,0.079,0.172,0.216,,,,,60100001241017459,0,0,0nnn,ABBU,,0.199281,6.014957,-0.072776,0.096,0.092,0.0,1237663543161782579,2,,3,J002403.58-000421.9,,35191082975504,2003.8118,3,24.425,1.309,22.873,0.228,21.567,0.104,20.774,0.075,20.071,0.159,,,,,,,,,,,0,,,,0.302988
32,6.242966,0.500108,23.4141,22.1628,20.401876,19.716919,19.025162,18.792313,18.128263,17.662277,3.6971815,2.4458807,0.9246062,3.3704867,-999.0,-999.0,-999.0,0,none,J002458.31+003000.3,6.242966,0.500108,0.266,0.242,121.0,15.563,14.335,11.463,8.286,,,,0.056,0.062,0.185,0.255,,,,60100001241031073,0,0,11nn,AABB,,0.338112,6.242942,0.500125,0.161,0.131,90.0,1237646012159623839,2,,6,J002458.30+003000.4,,281543964623104,1998.7332,3,25.858,0.776,23.901,0.541,22.314,0.192,21.427,0.128,21.193,0.364,,,,,,,,,,,0,,,,0.106404
33,6.466119,0.353917,22.5651,21.1335,19.855371,19.519297,19.030584,18.423338,18.573938,18.621902,3.0458028,1.6142023,1.0959586,2.7101607,-999.0,-999.0,-999.0,0,none,J002551.86+002114.0,6.466119,0.353917,0.367,0.347,134.0,15.781,15.455,11.57,8.914,,,,0.064,0.152,0.204,,,,,60100001241026742,0,0,0nnn,ABBU,,0.200976,6.466187,0.353898,0.051,0.048,0.0,1237660236572131987,2,,3,J002551.88+002114.0,*,68987912960,2002.8316,3,25.886,0.78,22.376,0.134,20.993,0.064,20.388,0.058,19.846,0.148,,,,,,,,,,,0,,,,0.254241
34,6.566959,0.504818,22.7666,21.6697,20.304832,20.140182,19.317274,18.841904,17.98598,17.808239,2.626417,1.5295179,1.2982787,2.8277965,-999.0,-999.0,-999.0,0,none,J002616.07+003017.3,6.566959,0.504818,0.268,0.242,121.0,15.458,14.693,11.432,8.593,,,,0.052,0.077,0.174,,,,,60100001241029565,0,0,00nn,AABU,,0.245962,6.566979,0.504804,0.109,0.1,0.0,1237663527058080143,2,,3,J002616.07+003017.2,,217164284160,2003.809,3,24.628,1.177,22.727,0.188,21.905,0.138,20.963,0.1,20.104,0.162,,,,,,,,,,,0,,,,0.088147
35,6.656223,-0.3897,22.5556,21.7125,19.682829,19.535555,19.251791,18.810768,18.466146,18.51755,3.020044,2.1769445,0.72478664,2.901731,-999.0,-999.0,-999.0,0,none,J002637.49-002322.9,6.656223,-0.3897,0.437,0.403,133.0,15.93,15.208,12.054,9.028,,,,0.075,0.133,,,,,,60100001241012777,0,0,0nnn,ABUU,,0.3717,6.656205,-0.389645,0.155,0.088,90.0,1237646011086078227,2,,3,J002637.48-002322.7,,2381895041352,1998.7333,3,22.695,0.59,22.257,0.175,21.562,0.132,20.94,0.109,19.779,0.15,,,,,,,,,,,0,,,,0.209837
36,7.5207,0.417092,22.997,22.1429,19.825134,19.30157,18.621954,18.00772,17.517044,16.839203,3.6954286,2.8413293,1.2938498,4.135179,-999.0,-999.0,-999.0,0,none,J003004.96+002501.5,7.5207,0.417092,0.153,0.143,127.0,15.055,13.501,9.626,6.965,,,,0.043,0.04,0.041,0.087,,,,75100001241023172,0,0,2101,AAAA,,0.332363,7.520693,0.417118,0.17,0.105,90.0,1237660236572590865,2,,3,J003004.96+002501.6,*,2278815695176,2002.8316,3,23.918,0.895,23.183,0.223,22.11,0.141,21.279,0.103,20.247,0.176,,,,,,,,,,,0,,,,0.09882
37,7.62865,-0.572964,22.7951,21.4104,20.252615,19.41549,19.010408,18.311056,17.27934,16.989735,3.3796098,1.994911,1.104433,3.0993438,7.81,-999.0,-999.0,0,none,J003030.87-003422.6,7.62865,-0.572964,0.162,0.151,106.0,14.692,13.73,11.181,8.674,,,,0.036,0.042,0.174,,,,,75100001241002691,0,0,001n,AABU,,0.275827,7.628654,-0.572958,0.2,0.187,0.0,1237666381588267786,2,,3,J003030.87-003422.6,,217164284160,2004.7702,1,24.283,2.139,22.526,0.251,21.484,0.14,20.382,0.073,19.513,0.121,,,,,,,,,,,0,,,,0.027069
38,8.686897,-0.815649,22.9673,21.5015,20.031553,19.727467,19.18467,18.213379,17.300392,16.852503,3.2398336,1.7740324,1.5140876,3.2881198,-999.0,-999.0,-999.0,0,none,J003444.85-004856.3,8.686897,-0.815649,0.158,0.147,146.0,14.695,13.503,10.599,8.534,,,,0.037,0.04,0.09,0.325,,,,90001601241029257,0,0,100n,AAAB,,0.154471,8.686909,-0.815681,0.055,0.051,90.0,1237663714407547282,2,,3,J003444.85-004856.4,*,68987912960,2003.8746,3,23.62,0.626,22.963,0.178,21.497,0.075,20.623,0.049,20.22,0.12,,,,,,,,,,,0,,,,0.124826
39,8.894525,-0.351774,22.7201,21.6114,19.96295,19.662773,19.345064,18.798473,18.160852,18.1016,3.057327,1.9486272,0.86429965,2.8129268,-999.0,-999.0,-999.0,0,none,J003534.68-002106.3,8.894525,-0.351774,0.339,0.309,130.0,15.549,15.01,12.421,8.769,,,,0.06,0.115,,,,,,90100001241008321,0,0,00nn,ABUU,,0.231271,8.894519,-0.351789,0.071,0.063,0.0,1237667172393157292,2,,3,J003534.68-002106.4,*,105622137733392,2004.9505,3,23.277,0.433,22.811,0.142,21.761,0.089,20.811,0.06,20.633,0.207,,,,,,,,,,,0,,,,0.059473
40,9.054472,-0.8752,23.5897,21.8578,20.31352,19.822058,19.249277,18.864023,19.327871,19.262728,3.7676427,2.0357416,0.9580344,2.9937758,-999.0,-999.0,-999.0,0,none,J003613.07-005230.7,9.054472,-0.8752,0.551,0.512,138.0,16.173,16.259,12.509,8.693,,,,0.086,0.333,,,,,,90001601241028100,0,0,0nnn,ABUU,,0.269512,9.054494,-0.875204,0.116,0.084,0.0,1237657355701060247,2,,3,J003613.07-005230.7,,68987912448,2001.9415,3,23.716,0.899,24.389,0.577,22.064,0.141,21.144,0.088,20.298,0.133,,,,,,,,,,,0,,,,0.079284
41,9.47431,-0.864465,22.1846,21.7524,19.709091,18.755983,18.263372,17.356277,15.874057,15.2813,3.4286172,2.9964159,1.3997067,4.3961225,-999.0,-999.0,0.860,TSPEC082718,QSO,J003753.83-005152.0,9.47431,-0.864465,0.084,0.08,153.0,13.41,11.913,9.014,7.042,18.345,16.874,15.379,0.025,0.023,0.029,0.095,,,0.15,90001601241026744,0,0,1,AAAA,0.577,0.324274,9.474326,-0.864501,0.114,0.068,90.0,1237666660235215237,2,,3,J003753.83-005152.2,*,140806476398592,2004.8467,3,22.693,0.383,22.175,0.114,21.542,0.105,20.587,0.066,19.633,0.113,,,,,,,,,,,0,,,,0.14045
42,10.314594,-0.742058,23.6233,21.5817,20.469414,19.6422,19.084064,18.842009,19.396353,19.481527,3.9810998,1.9394987,0.80019176,2.7396903,-999.0,-999.0,-999.0,0,none,J004115.50-004431.4,10.314594,-0.742058,0.723,0.669,134.0,16.55,16.61,12.626,8.414,,,,0.114,,,,,,,105100001241003940,0,0,0nnn,BUUU,,0.457296,10.314568,-0.742077,0.214,0.21,0.0,1237646010550780501,2,,3,J004115.49-004431.4,,217164284160,1998.7333,3,26.912,0.961,23.198,0.915,20.77,0.149,19.832,0.091,19.253,0.194,,,,,,,,,,,0,,,,0.116983
43,10.372874,0.133633,22.945,21.3517,19.978182,19.558575,18.967634,18.608295,18.639807,18.708858,3.3864248,1.7931249,0.9502791,2.743404,-999.0,-999.0,2.1?,NIRES080418_0922,QSO?,J004129.48+000801.0,10.372874,0.133633,0.422,0.384,120.0,15.933,15.874,11.518,8.597,,,,0.071,0.224,0.212,,,,,105100001241016621,0,0,0nnn,ABBU,,0.170871,10.372841,0.133575,0.042,0.037,90.0,1237663784201945704,1,,3,J004129.48+000800.8,*,105656464048472,2003.8855,3,24.854,0.933,23.464,0.284,21.28,0.071,20.646,0.056,20.205,0.156,,,,0.37276,0.04506,0.4121,,,,,0,,,,0.240508
44,11.777908,-0.831792,22.4349,21.445,19.892275,19.672117,19.120352,18.818233,19.134884,19.119205,2.7627828,1.7728822,0.8538836,2.6267657,-999.0,-999.0,-999.0,0,none,J004706.69-004954.4,11.777908,-0.831792,0.543,0.493,125.0,16.274,15.374,11.769,8.296,,,,0.091,0.176,,,,,,121001601241031638,0,0,0nnn,ABUU,,0.502518,11.777957,-0.831865,0.078,0.065,0.0,1237663478201844404,2,,3,J004706.70-004954.7,*,68987912448,2003.7981,3,23.872,1.035,22.445,0.147,21.005,0.062,20.502,0.058,19.921,0.123,,,,,,,,,,,0,,,,0.315454
