counter,RA,DEC,G_MAG_AB,R_MAG_AB,Y_MAG_AB,J_MAG_AB,H_MAG_AB,K_MAG_AB,ch1_mag,ch2_mag,gj,rj,jk,rk,petro_g,petro_r,Fpk,Hpk,redshift,specObjID,class
149,22:45:30.70,+00:00:48.1,23.1277,21.7985,20.646494,20.037848,19.316118,18.781353,17.91845,17.8081,3.089853,1.7606523,1.2564944,3.0171466,4.782888027191162,4.706832080841065,-999.0,-999.0,-999.0,0,none
94,02:17:08.72,+00:19:29.2,23.3835,21.6818,20.401289,19.951826,19.16678,18.865675,18.773642,18.806326,3.4316728,1.7299745,1.086151,2.8161254,11.441296279907228,8.415792320251466,-999.0,-999.0,-999.0,0,none
156,22:50:18.05,-00:12:12.5,22.4923,20.868,19.706873,19.175581,18.670153,18.219614,18.58247,18.631426,3.3167188,1.6924188,0.95596683,2.6483855,6.280480934143067,5.896281520843506,-999.0,-999.0,999.0,TSPEC083018,??
138,22:32:29.33,+00:52:16.1,24.5428,22.4393,19.863876,19.513147,18.918985,18.722,17.447687,16.908815,5.029653,2.926153,0.7911471,3.7173,2.4902381916046146,2.749507432937622,-999.0,-999.0,1.374,Gemini,QSO
155,22:50:17.18,+00:41:53.0,22.3299,21.221,19.57708,19.523342,18.99673,18.447979,17.709066,17.595415,2.8065584,1.6976583,1.075363,2.7730212,4.368109886169433,4.112761081695557,-999.0,-999.0,-999.0,0,none
169,23:03:30.54,-00:21:55.6,23.1977,21.3927,19.949076,19.336523,18.948122,18.465664,17.904568,17.980604,3.8611772,2.056177,0.870859,2.9270358,4.068068252563477,3.640222492218018,-999.0,-999.0,-999.0,0,none
207,23:37:43.88,+00:36:40.6,25.0264,24.3983,19.972193,19.985252,19.898098,18.738932,19.434517,19.374002,5.0411468,4.4130473,1.2463206,5.659368,1.9429503421783447,2.174515188217163,-999.0,-999.0,-999.0,0,none
159,22:51:13.12,-00:45:55.8,22.8015,21.309,19.676579,19.41985,19.024092,18.704971,18.505428,18.58494,3.3816507,1.8891504,0.71487796,2.6040282,4.620844562530518,4.462199237823486,-999.0,-999.0,-999.0,NIRES092218,none
222,23:46:58.42,-00:38:06.5,23.2825,22.2705,20.37071,19.330584,18.322947,17.262726,15.530456,14.790944,3.9519155,2.9399164,2.0678577,5.007774,5.241051933288574,4.667889427185059,-999.0,-999.0,-999.0,0,none
122,22:22:15.16,+00:38:47.0,23.0037,21.3099,20.159761,19.6581,19.079111,18.424793,18.299309,18.373543,3.3456,1.6517999,1.2333068,2.8851066,5.19374573135376,6.962630905151368,-999.0,-999.0,-999.0,0,none
114,22:16:19.55,-00:49:09.0,23.3471,21.4086,20.007969,19.533133,18.902481,18.320763,18.241446,18.321165,3.8139665,1.8754671,1.2123698,3.0878367,5.611922012329102,6.301650764465332,-999.0,-999.0,-999.0,0,none
46,00:48:38.76,+00:16:49.0,21.9223,21.5359,20.1275,19.552826,19.139894,18.81935,18.422325,18.116707,2.3694742,1.983074,0.7334765,2.7165504,4.884295955657959,4.668935153961182,-999.0,-999.0,-999.0,0,none
117,22:18:33.98,-00:31:41.9,22.6182,21.5453,20.044748,19.909595,19.476137,18.715322,17.99036,17.7839,2.7086046,1.6357038,1.1942729,2.8299766,7.57944051361084,5.316062530517578,-999.0,2.235,-999.0,NIRES092218,QSO?
66,01:55:32.45,+00:00:27.4,22.0488,21.0772,19.757774,19.253906,18.795546,18.28835,18.618723,18.49646,2.794893,1.8232934,0.965557,2.7888503,5.97207612991333,4.798569774627686,-999.0,-999.0,-999.0,0,none
115,22:17:07.76,+00:09:24.5,22.9335,21.0136,19.829954,19.458551,18.780653,18.305244,18.29643,18.372522,3.4749486,1.5550478,1.1533068,2.7083545,4.77347912979126,6.5556925048828125,-999.0,-999.0,-999.0,0,none
90,02:09:30.43,+00:24:00.3,23.0074,21.3728,19.63063,19.523605,18.875786,18.196886,17.13543,16.662699,3.483795,1.8491952,1.3267192,3.1759143,3.6694941558837892,4.165033069610596,-999.0,-999.0,999.0,TSPEC083018,??
215,23:43:12.41,+00:02:16.8,23.1499,21.4187,20.264511,19.694263,19.247816,18.549038,18.228247,18.035093,3.4556367,1.7244356,1.1452254,2.8696609,4.464551651000977,4.7280022888183595,-999.0,-999.0,0.415?,Gemini18B,AGN
177,23:14:16.62,+00:06:13.8,22.9303,22.8443,20.712336,19.860361,18.999006,18.223532,16.894344,16.395842,3.0699384,2.983938,1.6368293,4.620767,4.045852695465088,3.0971158504486085,-999.0,-999.0,-999.0,Gemini,?
67,01:55:32.84,+00:06:34.2,22.5862,21.2838,19.826738,19.543222,19.21128,18.550753,18.114252,18.003977,3.042978,1.7405775,0.99246967,2.733047,5.657921527862549,5.050259479522706,-999.0,-999.0,-999.0,Gemini18B,none
2,00:00:15.00,-00:34:43.5,24.2109,22.2703,20.06885,19.78327,19.064283,18.481094,17.63439,17.652925,4.427629,2.4870298,1.3021754,3.789205,3.165592638015747,5.445174476623535,-999.0,-999.0,-999.0,Gemini,none
136,22:29:27.38,+00:19:56.0,23.7023,22.126,20.24262,20.285515,19.436777,18.564192,17.807322,17.590422,3.416784,1.8404844,1.7213229,3.5618072,4.997203102111817,5.101747455596924,-999.0,-999.0,0.615,Gemini,QSO
29,00:23:11.67,+00:38:13.7,23.3677,21.8579,20.167677,19.786095,19.002449,18.42485,18.676977,18.7132,3.5816057,2.0718057,1.3612441,3.4330497,4.035921123504639,3.996455795288086,-999.0,-999.0,-999.0,Gemini18B,none
240,23:58:59.67,-00:20:31.5,24.1739,22.1638,20.292862,20.045828,19.23095,18.689875,17.564264,17.57074,4.1280723,2.1179712,1.3559531,3.4739242,6.77026929473877,5.146701244354248,-999.0,-999.0,-999.0,NIRES091818,none
184,23:22:50.27,+00:55:01.3,22.4816,21.1675,19.807596,19.51542,18.952135,18.558062,18.733658,18.824621,2.9661787,1.6520784,0.9573592,2.6094375,4.261213874816895,4.706832080841065,-999.0,-999.0,-999.0,0,none
234,23:55:33.86,-00:12:10.0,22.9461,21.5711,19.596655,19.306894,18.85487,18.12852,16.99459,16.607683,3.6392057,2.2642057,1.1783751,3.4425807,4.004819343566894,4.306690338134766,-999.0,-999.0,-999.0,0,none
