u,g,r,i,z,ra,dec,flags_r
25.529896,22.666285,21.48221,20.874914,20.979755,269.22323994,-0.80763328,2312598683801092120
24.420527,24.517298,22.867886,21.77397,21.573093,269.08399377,-0.64539365,33554449
24.596453,23.188745,21.306833,20.783411,20.564682,269.08492448,-0.64481849,2312598683801092144
24.481733,24.47295,22.720577,21.177544,20.301645,269.16143251,-0.73745599,1
25.530367,23.259367,21.551506,20.52116,20.259245,269.25108158,-0.82594741,4503599929393172
25.925129,23.381023,22.284937,22.348528,22.104816,269.24211071,-0.82461123,6755674620952592
24.461651,25.702625,24.389006,21.514023,19.887568,269.23989571,-0.82147006,2314850208611041561
24.493979,27.168867,26.103102,19.286835,24.035036,269.43224924,-0.64501105,9007199397515537
25.089518,23.309299,21.737127,21.036688,20.739126,269.46156097,-0.66774053,4503874807398424
24.402561,25.179012,22.520365,21.576059,22.821749,269.46527962,-0.67556624,4503599929360400
24.344105,24.761618,24.596899,21.888943,21.838415,269.45811192,-0.67032609,9007199431295249
25.992279,24.629875,23.753511,22.274,22.486292,269.46458006,-0.6712104,176587025
24.145203,25.029385,24.97974,22.636702,23.038088,269.48848921,-0.68765117,9147936919392529
25.868198,25.326124,25.098341,22.818682,22.213612,269.4837893,-0.68671942,9007199431037201
24.067947,24.616915,22.84037,21.974831,21.47653,269.50234485,-0.70506609,4573968673538065
25.138142,25.118122,22.537933,22.586725,22.106749,269.41601722,-0.63087457,2310346883987406868
23.432247,22.595335,21.15834,20.425539,19.947195,269.4244027,-0.63969586,4503874807267344
23.716608,24.248085,21.031466,20.451862,19.959295,269.45372823,-0.66638743,2310346883987570704
23.357368,23.913811,21.57692,21.265133,20.882977,269.44598073,-0.65772605,4503874807267344
24.685507,25.289709,23.444155,22.406631,22.872475,269.45810342,-0.66653093,13581167928279057
25.345451,24.329477,22.509958,22.237974,21.924854,269.46969027,-0.67282242,4503874807398416
23.42577,25.26746,23.116728,21.492149,20.649454,269.50961402,-0.71001342,2355452974127382545
24.751232,25.503754,24.060158,21.671562,21.921925,269.51304098,-0.71320299,2305844108733841681
24.991776,23.134104,21.99894,21.309443,21.290205,269.46744316,-0.6743802,2310346883987406864
23.683388,23.529448,22.095772,20.307932,19.357397,269.49995152,-0.70335887,2310416977853677585
24.203371,22.362106,21.742304,21.134745,20.318022,269.52634638,-0.72053924,2312598683801255984
23.97965,25.032429,23.234476,22.095484,21.850311,269.43926448,-0.64676293,2310416977853677585
24.498177,22.35257,21.718285,21.196115,20.635107,269.48435717,-0.69279334,4503599895838720
26.228727,24.081984,22.203003,21.466579,21.090151,269.42812978,-0.64996263,4503874907930624
22.87261,24.902273,23.375881,21.87007,21.097105,269.45512803,-0.67160599,9007199397347841
25.394695,23.53903,22.558977,21.803667,21.407919,269.47702101,-0.68321586,8388865
24.634718,25.114853,24.801939,17.833824,22.827019,269.54658366,-0.72615634,13510799293583664
24.619339,25.306105,22.929422,20.904943,20.107424,269.5506621,-0.73083121,1099545612305
24.402323,24.956842,23.444269,21.487169,20.553026,269.54031615,-0.72737122,4573968673538073
23.400173,24.411785,22.661774,21.318214,21.322584,269.54902226,-0.73051355,4573968673538065
24.839241,26.201206,24.023571,21.524143,22.437962,269.54937688,-0.7279572,9007199431299345
23.693495,25.117153,24.452749,17.573175,22.532068,269.57760356,-0.75256007,13510799293583664
24.740231,25.378635,24.9245,24.340555,20.12454,269.57619577,-0.75051027,9007199431332113
23.934771,25.11438,21.175179,20.043665,20.404316,269.63450662,-0.78082472,4503599929393168
24.986189,27.631493,24.943733,23.58856,21.682297,269.63535633,-0.77995843,13511074171457840
23.791159,25.11433,21.250889,20.80299,20.310556,269.63665321,-0.77418151,4503599929360400
23.328764,25.185085,21.261583,20.616539,20.692387,269.62963224,-0.78106128,4503874807300112
25.383347,25.194147,22.043983,20.956593,21.722765,269.63226749,-0.78098385,4503874807267344
24.042347,23.486715,21.636776,20.715193,20.164391,269.64215637,-0.77994879,4503874807267384
23.27457,23.993423,21.652407,20.916969,21.698236,269.65006279,-0.78238803,2310346883987406864
25.564455,25.124798,23.58164,21.56811,22.455736,269.63391285,-0.77253454,13581167936798993
25.416798,23.301716,22.759476,21.584158,21.878132,269.64960518,-0.78644179,1099545579537
24.21883,23.705429,21.717104,20.592297,20.074074,269.58811576,-0.74935462,2310346883987439632
25.46858,24.81035,21.708624,21.224091,21.269777,269.6628548,-0.78660165,2310346883995828240
21.856585,24.558762,23.703318,25.224245,21.689682,269.65848018,-0.79449417,9007199397347585
25.476068,24.946987,24.396854,22.069826,20.470657,269.59048513,-0.75647565,2314850208476823825
23.630188,22.732157,21.174175,20.505207,20.262045,269.53955992,-0.72302568,4503874773843984
25.973961,25.802206,23.736139,21.25738,20.781887,269.70598564,-0.81158595,9007199296684305
25.147123,25.770126,23.5219,21.634027,20.808483,269.70934837,-0.80868182,4573968673538065
24.635424,25.115353,22.764666,21.202023,22.827202,269.76242765,-0.8228853,4503599929360400
24.347731,23.802444,22.17049,21.124619,21.96063,269.75677908,-0.81983557,4503874807300112
25.058628,24.950535,22.44314,21.642601,21.906744,269.75856095,-0.82925474,4503874807267344
25.31871,23.251566,21.355709,20.344898,19.854181,269.77409705,-0.83328209,2454462072063295512
24.465218,24.791832,23.116428,22.061331,22.115973,268.2598355,-0.67652431,4573968673570833
24.829041,24.553375,22.18088,21.07288,20.598101,268.30222172,-0.79271718,2310417252731617305
24.838505,22.733816,21.038935,20.213785,19.657465,268.25280261,-0.66611488,2310346883987406864
23.737244,22.303547,21.092329,20.494577,20.357946,268.2491057,-0.66359508,2310346883987406864
25.694553,23.66036,22.142179,21.135267,20.423233,268.25219409,-0.67479452,4503874807267344
24.984964,24.238861,23.124866,21.846601,21.848698,268.24810436,-0.67069708,42078481
24.457432,24.239618,21.410036,20.510983,19.918962,268.2552255,-0.67091668,2310346883987406864
23.273268,23.949362,22.614067,21.688698,21.526323,268.2591502,-0.66615306,4503874807267344
24.484077,25.018515,24.685522,22.105579,21.735378,268.29602065,-0.77366299,9007199422674193
23.060242,23.973063,21.932285,20.74152,20.144299,268.30409616,-0.77577681,2355382880269631760
25.11133,22.766146,21.871094,21.480209,21.105562,268.29016289,-0.77278873,2312598683809481232
22.831844,23.192686,21.988512,21.465488,21.819334,268.28628834,-0.76110756,6755674587398160
25.262405,23.646103,21.894894,21.324551,21.105858,268.29244794,-0.77387128,4503874907930624
24.349552,22.772877,21.232725,20.456621,20.054482,268.30427911,-0.79848789,4503874773712896
24.642862,25.112066,21.8859,21.03949,21.246241,268.31542319,-0.80179854,2312598683801092112
23.657738,24.137903,23.020708,21.574736,20.348276,268.31395308,-0.80658195,8388865
25.627003,24.469511,21.803495,20.916033,20.183661,268.69225753,-0.6882132,2312598683801124880
24.066231,24.467793,22.296879,21.176245,20.407995,268.70458764,-0.69259755,4503874807267352
25.132645,24.930101,22.503206,21.653795,21.365101,268.70234817,-0.69491969,4503874815656208
25.577871,25.103466,22.719418,22.04431,21.620373,268.77115027,-0.82196847,4573968673538065
25.09058,25.646776,22.926947,21.60634,20.696583,268.67722446,-0.65504746,2252899493216273
25.204224,25.495611,25.338066,24.186672,20.58136,268.75408672,-0.78060442,9007199397482769
24.267597,22.854496,21.196398,20.596558,20.119034,268.7746653,-0.81109046,2310346883987406864
24.598925,23.217718,21.932558,21.421696,21.095909,268.77314477,-0.82323794,2312598683809612048
24.622427,25.190432,22.457323,21.675285,22.435467,268.66971275,-0.63914613,4503599929360408
25.386904,23.729273,21.433743,20.652199,20.018265,268.7065015,-0.71240322,2312598683801092112
24.193783,24.535736,21.880243,21.122229,21.201302,268.7141153,-0.72065795,2310346883995959312
25.680853,24.27194,21.954142,21.011425,20.949764,268.72091699,-0.73320541,1099511791640
22.727068,22.406267,21.37225,21.225555,20.858231,268.76583947,-0.8008221,4503874807267344
21.703455,26.78776,26.044571,25.600674,23.575497,268.67089837,-0.63071448,9007199397347585
23.649895,24.469513,22.038788,21.126175,20.947514,268.69578521,-0.67594921,2312598683943698704
23.992914,22.700174,21.214291,20.781178,20.469204,268.71833274,-0.73281612,4503874773712896
24.180231,23.666258,22.079618,21.502289,21.468222,268.73956325,-0.75520758,2310346883987406864
23.781281,22.632372,21.348524,20.959686,20.039679,268.74352712,-0.76280829,4662204448243712
24.281576,24.219055,21.871908,21.611099,20.710836,268.7581806,-0.78927639,2312598683801092112
24.918798,24.031794,22.284681,21.875425,21.099413,268.75725535,-0.78829565,4503874782101784
25.392923,23.531048,21.942532,20.684687,19.92934,268.72105936,-0.73088695,4503874907930624
26.520555,23.967976,22.172266,21.220045,20.143303,268.7381022,-0.76607321,49539871047417856
24.121983,23.409058,21.930084,21.56415,21.074028,268.7527667,-0.78482205,4503874773712920
23.669985,23.643406,23.320675,21.185324,20.525259,268.67878163,-0.66033121,134250497
26.022415,24.089022,22.59831,21.666809,20.830921,268.73638398,-0.75901386,142606593
24.29368,25.575361,23.723042,21.662394,20.922375,268.74296645,-0.77563902,9007199397478657
24.63442,23.698406,22.330267,20.766949,22.433052,268.78149499,-0.83366649,2251799847272465
25.37701,24.351433,22.274652,21.859432,21.262577,268.9934383,-0.63426263,6755674621476892
25.284386,24.322971,22.808769,21.298393,22.451466,269.02088218,-0.67902809,4503874807267344
25.83886,25.497797,23.115337,21.550419,21.184238,269.02483849,-0.68632902,33951761
25.304981,23.402081,21.761889,22.882307,20.100817,269.05191433,-0.71814664,4503599904358424
24.164743,25.034721,22.45834,21.507835,22.285784,269.05191501,-0.71758489,4573968673538065
25.130077,23.953075,24.922215,21.873127,21.403912,269.00617969,-0.65239107,18014398677254161
24.663334,24.279831,23.254948,21.747593,21.429441,269.0399943,-0.70988974,2310416977862066449
24.505074,25.149929,23.874475,22.502104,21.798653,269.06500952,-0.74270225,9007199422513169
25.687744,24.348989,22.977669,21.576384,20.465702,269.03344635,-0.69742048,4573968673538065
26.295822,22.506504,21.024933,20.182602,19.196085,269.07157241,-0.74912047,6755674587398168
24.769773,23.702862,21.711565,21.144245,20.364506,269.02669165,-0.68428019,4503874773712896
26.31555,26.464842,23.558393,21.380583,20.942205,269.05539603,-0.71904106,9007199389089793
24.634575,25.076887,24.801973,22.988449,21.961338,269.10701375,-0.79102614,13511074171490608
24.150011,23.810789,21.532879,20.870316,20.467642,269.15347891,-0.83693935,2310346883996352532
23.939001,26.209213,25.438322,23.629444,23.194094,269.15741307,-0.8392903,9007199398002965
23.113859,24.258448,22.441317,21.092302,20.042242,269.1160597,-0.80023241,2312598683809480720
24.021635,24.511305,23.639538,21.509871,20.792685,269.1214165,-0.80255605,33554457
24.916368,23.194942,22.0541,21.556396,20.441668,269.1227977,-0.80584228,4503874807267344
23.656679,25.115818,21.494089,24.36162,19.940954,269.13448434,-0.81527945,4573968640016401
23.704788,23.259451,21.980453,21.809572,21.513512,269.13470431,-0.8176099,2310346883987537936
25.44125,25.279566,23.247234,21.919741,20.572044,269.13378207,-0.82000754,2310416977862098961
24.401463,23.755726,23.723057,21.881586,21.950903,269.14315248,-0.83237432,9007199430902033
25.386379,24.482281,22.293537,23.054228,22.119635,269.14376037,-0.8237415,2312757013475622928
22.974157,22.169935,21.285801,20.917011,20.539078,269.08783715,-0.76294965,4521466959888912
24.668133,22.962278,22.052568,21.515501,21.695938,269.08639957,-0.76830247,4503600038412816
24.410961,25.222157,23.986603,21.820404,20.691307,269.08650998,-0.76764843,2251799989846289
25.700193,22.889994,21.934645,21.729197,21.440866,269.10121043,-0.77916031,4503874773712896
23.975048,23.423525,22.09646,22.16271,20.75738,269.10464843,-0.77934758,4503874773712896
23.771601,24.67388,22.496824,21.878546,20.857262,269.12871343,-0.81388182,4503874907930624
25.16584,26.543224,22.313711,21.317541,20.263083,269.13053125,-0.81514298,142606593
25.687326,26.351542,22.894014,21.743874,20.581459,269.13822495,-0.82067409,9007199254740993
25.055878,22.215397,21.476141,20.967445,20.449451,269.37289988,-0.65325366,2310346883987406872
24.664618,25.071011,23.368387,21.810553,21.184408,269.3691409,-0.63953509,4573968673538073
22.366901,22.017155,21.261829,20.575296,20.211117,269.37204973,-0.65099959,4503874773745680
23.441723,24.582525,22.166878,21.163595,21.473221,269.46805758,-0.73019779,4573968673538065
24.675913,24.918554,23.148108,21.848608,21.199871,269.51973969,-0.76517971,4503874941485072
24.785891,22.296822,21.12714,19.600765,18.66692,269.4439997,-0.70806542,4574243517923345
23.970234,23.393206,21.993839,20.954714,20.268963,269.4342387,-0.70072233,2310346883995795736
23.98489,22.965965,22.311129,21.251009,20.700726,269.50338066,-0.75251909,2312598683801092112
24.867756,23.073362,21.58976,20.669865,20.152998,269.38938204,-0.6660871,2310346883987406864
22.725931,23.197519,22.253094,22.106907,22.301838,269.37875923,-0.65655608,6755674620952592
23.496635,24.178286,21.714869,20.601332,19.933336,269.39970837,-0.67238816,2310416977862197521
23.173067,22.131205,21.642677,21.164602,21.182405,269.45946467,-0.71763768,6755674587398160
24.63938,23.350748,21.566767,20.643866,19.935524,269.47360648,-0.734787,4503874773843984
24.977095,25.904305,24.507322,22.122068,22.351988,269.38638934,-0.66059094,2314850208476823825
24.804968,24.095398,21.946091,21.339201,21.376062,269.45444036,-0.71346142,4503874907930624
26.131769,23.604948,22.231531,21.927307,22.599852,269.50918719,-0.75509044,4503874773712896
25.836714,24.175423,22.024942,21.226807,20.6143,269.53928273,-0.78163644,2310346883987406864
23.316053,23.588997,22.327858,22.071039,22.484299,269.54589617,-0.77667043,4503874815656208
24.368172,25.511143,25.020576,22.893824,22.578514,269.54412307,-0.77790472,9007199389126681
23.738726,25.115231,24.80176,24.360842,20.534597,269.57407836,-0.79667979,13511074171093296
24.780592,24.223099,22.182421,21.333778,21.431444,269.57260738,-0.79706819,2251799847370769
23.889801,23.223532,21.723314,21.260338,21.003698,269.61000034,-0.81879742,4521192115535888
23.28846,25.221367,22.072161,20.862282,20.859936,269.6257737,-0.82379157,4662204481798160
24.992804,24.328918,21.34137,20.926031,20.196457,268.29545244,-0.74176081,2310346883995828240
25.995012,23.335846,21.911673,21.429331,20.355942,268.29559551,-0.73719237,2310346883987406872
23.669855,24.338974,22.155922,21.908895,21.501982,268.29791992,-0.74223438,2310346883995828240
24.807915,24.119928,22.010517,21.384109,21.392508,268.28517753,-0.71124138,2310346883995828240
25.462126,24.486996,25.604141,22.744518,22.206072,268.28738901,-0.71201179,9008298909139217
23.216488,23.715588,21.706356,20.996655,20.497787,268.29988839,-0.75037733,6755674620952592
24.712538,24.691061,23.430368,21.71806,22.429255,268.26162324,-0.65738745,1099553702417
24.990837,24.454033,22.077585,20.946671,20.739229,268.30135433,-0.76334327,4575343063236625
24.984018,23.169519,23.05582,22.983814,23.269354,268.30264131,-0.76552696,4573968673538065
23.163475,24.825546,22.788921,23.666271,22.977989,268.32590061,-0.79522052,4503874815656220
24.889933,22.484482,21.480396,20.666039,20.342293,268.32359168,-0.80260226,2312598683801092112
24.974194,24.611467,24.819691,22.400869,22.649103,268.3145786,-0.77763062,9007199397482769
25.00178,24.279505,22.404171,21.595827,21.022787,268.28087206,-0.7026887,4503600063578136
25.223007,24.77042,22.434191,22.188208,22.188375,268.29270482,-0.73825894,6755674629341456
23.867884,24.164244,22.45545,21.140379,20.330339,268.27073968,-0.66333792,6826043331575825
25.691303,23.997482,22.936964,21.905153,23.260223,268.28549459,-0.73050688,49609964947243025
23.659216,23.054642,21.776905,21.067039,20.587795,268.29054356,-0.71197849,4503874773712896
25.969456,24.138781,22.19383,21.182104,20.463049,268.3138012,-0.76994626,6755674587398160
24.191847,24.534983,22.823521,21.767223,21.369152,268.28313606,-0.72116675,9007199263260929
24.525776,23.546366,22.858887,21.549189,20.594172,268.28915373,-0.72795273,9007199388975105
24.516634,24.688011,22.665434,21.492174,21.048189,268.3326557,-0.81734619,4503874807267344
25.755829,25.085537,22.320484,21.57003,22.06204,268.3405212,-0.82527733,2310346883987406864
23.574907,26.053919,23.951681,24.65493,19.138733,268.34424739,-0.83353232,9007199296684305
24.091135,23.441923,21.985407,21.271872,20.87184,268.33823276,-0.83473922,4503874807300120
25.253099,24.058193,22.469543,21.553394,20.862448,268.34746265,-0.83678532,1
23.827703,23.817705,22.545469,21.80859,21.99358,268.65310326,-0.6757514,4503874807402516
25.297705,23.163401,22.351463,21.44972,21.476109,268.6496944,-0.67135606,2310346883995828240
