u,g,r,i,z,ra,dec,flags_r
24.16201,24.209709,21.799549,21.068007,20.671831,270.26565526,-0.3469731,2312598683809513488
23.925163,24.552429,22.497475,22.946413,22.284643,270.23376107,-0.36867581,6755399877296152
25.990795,23.973135,21.524349,21.237413,20.613667,270.19350959,-0.39081875,76579060997816336
25.916294,26.247137,25.711855,17.117052,16.92704,270.34119904,-0.25677082,9007199397777680
24.983458,25.114374,21.037859,21.540562,22.826891,270.33581596,-0.25964232,4503874916749328
24.370813,24.263142,24.415258,24.196209,20.524998,270.31841306,-0.28611561,11258999211049233
24.823753,26.713484,24.448435,20.456127,24.597128,270.35490632,-0.24055122,13510799293186352
24.772013,27.906771,26.912827,26.941626,15.678212,270.79842946,-0.40920645,13510799293583668
24.39159,23.171415,21.035179,20.173601,19.666784,270.80494942,-0.39388059,2310346883987406872
25.567286,24.902935,22.856068,21.164381,19.893295,271.12974293,-0.32969715,1
25.56176,24.392941,22.713762,21.776754,21.587488,271.82913437,-0.30607407,4732298348068881
25.419353,22.774185,21.354172,20.901979,19.663664,271.83700075,-0.29315007,2312598683809480728
23.965933,25.485142,26.308975,26.65383,20.134712,271.83517749,-0.29247163,11258999202645265
24.557566,23.611719,21.563301,20.39959,19.997187,271.82653541,-0.33513519,6755674587398160
23.61491,23.0175,21.688269,20.213793,19.460325,271.837221,-0.30280407,4503874773712912
24.638638,23.609112,21.321716,20.846655,20.976055,271.8374706,-0.30209819,2312598408923185168
23.552221,22.251511,21.134998,20.686413,20.255297,271.84094998,-0.26644068,2312598683801092120
23.613386,23.763187,21.76251,20.624954,20.42333,272.1204739,-0.40031132,2310346883987542032
22.287119,23.315548,21.086157,20.202972,19.604734,272.12066699,-0.41268088,2312598683801092112
26.621914,22.41415,21.882227,20.627056,20.229441,272.13327314,-0.38280461,4503874782101760
23.846796,24.778702,23.149109,21.981586,21.597612,267.3806857,0.04560745,2310416977853710353
25.511765,23.389536,22.757122,22.055527,21.395559,267.38070994,0.06872823,9007199288295441
25.523186,25.124783,24.37694,22.161638,21.175011,267.38668795,0.14288633,9007199430902033
25.192215,23.362572,21.593895,20.727947,20.923187,267.38851231,0.17697797,4503874807267344
24.725798,25.02137,25.398401,22.452011,23.184643,267.38007183,0.02767474,11258999211163921
24.413204,25.227959,23.444845,21.9669,20.961977,267.38141417,6.33512059E-3,9008298942660881
25.132217,23.108261,21.485687,20.465302,19.810646,267.37825146,0.02458335,4573968640016401
24.86665,24.307049,22.173805,20.553806,19.692184,267.3818473,0.12357901,2355382880261111824
24.818832,23.99918,21.862846,21.317125,22.053478,267.38217449,0.12677183,2310346883987537936
23.329714,24.73711,22.512144,21.404993,21.47101,267.38371316,0.12729822,2310416977862197265
24.565178,24.723202,23.264128,22.387102,22.838367,267.38411681,0.1319661,4573968681926929
24.457935,24.222759,23.738176,22.086597,21.591425,267.38186157,0.0396844,11260098588602641
23.463087,22.997164,21.880585,21.764872,21.630655,267.38344585,0.06783836,2312598683809513488
24.53392,24.233397,21.641378,20.783749,20.321218,267.38230032,0.07816703,6755674595819536
25.454859,24.347233,22.185259,21.245443,20.392015,267.3844659,0.08201427,2310346883987406864
25.262659,24.936897,22.5145,21.260988,20.390951,267.38007584,0.03565421,4503874907930640
22.978697,22.480749,21.311031,20.77434,22.293886,267.38340762,0.05254618,2312598408923185168
24.370802,23.154619,21.022478,20.449507,19.921333,267.38824683,0.19867078,6755674620952592
25.014339,23.547743,22.036316,22.110634,21.299532,267.3811187,0.04914341,4503874773712896
24.295473,23.72846,22.066063,22.511108,22.286167,267.38263555,0.01428335,4503874773712896
24.136829,23.568468,21.11697,20.331497,20.035326,267.38440399,0.14062895,4503874773712896
24.732613,26.120291,23.550013,21.734993,21.139654,267.38661597,0.16360584,8388881
24.348085,23.674541,22.268738,20.980024,20.251019,267.38791335,0.16139249,4573968639983633
23.893204,23.30685,21.936113,21.498047,21.610651,267.38792475,0.16955745,4503874773712896
25.313448,24.67148,22.553768,21.390341,21.039047,267.38465268,0.1531295,8388865
24.934675,24.433996,22.600451,21.429979,21.282457,267.83273515,0.01394088,4662204481798168
24.198208,24.478176,22.55521,21.919779,21.468016,267.83757996,0.0228262,2310346609109499920
23.792227,23.987057,22.756895,22.164558,22.64057,267.83356436,0.02405169,4573968673538073
26.126606,25.261023,22.271372,20.931116,20.051857,267.84161627,0.10270676,2310346883987439632
23.804295,24.475714,22.519251,21.469801,21.628139,267.84459672,0.14972478,4503874807267352
25.855659,22.966995,22.58024,21.368179,22.099892,267.84623419,0.20666259,4574243551445013
25.71623,25.204779,22.985155,21.721153,21.076649,267.84604873,0.14097555,4732573225979921
24.438759,22.816227,21.511757,21.022127,20.719637,267.84084598,0.06810414,2310346883987406864
23.849865,24.0686,25.179335,24.090057,21.909317,267.84155177,0.19407185,2314850208611074321
24.916142,22.657309,21.007025,20.193932,19.684765,267.84732129,0.17718422,4503874773745680
25.765196,23.477625,21.79402,20.032532,19.156828,267.84124956,0.07582039,2312598408931573784
24.687035,22.220991,21.487217,21.224552,21.869001,267.83897277,0.04396953,2312598683801092112
24.854218,24.392683,22.721674,21.709328,22.655159,267.83808909,0.04343333,2310346883987406864
23.965837,22.398687,21.279305,20.463326,19.847567,267.83778379,0.11018898,6755674587398160
23.4673,25.036322,22.814442,20.912397,19.896933,267.83654246,0.06974704,4503874815656208
25.390432,25.213829,23.952614,21.73098,21.443222,267.83784382,0.07045557,20266198499328273
24.07844,25.156704,24.351048,22.071463,21.911802,267.84063287,0.07947441,9007199430918417
24.682585,22.725939,21.430763,20.626745,20.012251,267.84109641,0.07395411,4503874773712896
24.678917,23.268629,22.617823,22.112085,23.13043,267.83717371,0.0970448,4503874773712896
23.264,23.677959,22.021126,21.075802,20.797194,267.84284679,0.12474688,4503874782101760
24.007694,22.725117,21.260933,20.489946,19.965118,268.14372286,0.13082005,4503874807300120
24.334396,23.901823,21.804922,20.482018,20.003607,268.139608,0.02620767,2355382880261111832
23.75078,23.936981,22.571934,24.820618,23.35787,268.14234222,8.08717374E-4,4503874807791636
25.20089,24.315115,22.630428,21.691095,21.075514,268.14369101,0.1591733,4503874774106128
23.889799,23.615217,22.473251,21.256126,20.890461,268.13976153,0.05668453,6826043365130289
24.038801,24.788303,24.508509,22.572962,21.965105,268.14415309,0.01955722,141837142720785
23.523523,24.093767,21.69961,21.627007,21.602089,268.14500722,0.13998132,6755674620952592
23.909246,24.286814,22.864233,21.972975,21.643133,268.15072965,0.13816108,4573968673538073
24.679661,24.1346,23.300104,21.998692,22.860847,268.15079934,0.14547289,142770193
24.130594,24.808723,23.603806,22.463165,21.856451,268.1497818,0.14424334,1099553734929
25.216053,24.691334,24.025095,22.636824,23.029364,268.15094541,0.13678909,9007199431065873
24.59189,22.145922,21.054405,20.221767,19.7649,268.14551967,0.03251553,4574243551477777
25.845289,22.156349,21.384401,21.078051,21.10811,268.14290759,0.14058315,6755674620985360
23.938467,24.04785,22.707748,21.522629,20.881067,268.14977187,0.18243381,4574243551445009
23.354139,25.515024,23.176668,21.895098,21.181273,268.15025231,0.18386656,4573968673538065
23.237885,25.216284,23.684559,21.496443,20.402096,268.14637177,0.1210274,2305843009222213913
22.348749,24.953501,25.205215,24.371925,22.171801,268.14488095,0.12351082,9007199389089809
24.397205,23.899748,21.813128,21.067759,20.574461,268.14851978,0.19928617,2310346883987439632
24.934429,23.994318,23.066336,22.023108,21.167128,268.14946493,0.19631856,9007199288295449
25.004776,23.453856,22.079105,20.995966,20.892471,268.15601896,0.18551963,2310346884121657360
24.125891,23.792015,21.274797,20.572699,20.050917,268.14562149,5.62363521E-3,2310346883987537936
24.841471,24.648457,23.295513,21.69096,21.782028,268.14852936,0.10675546,2310416977853677585
24.421368,25.385286,23.730616,21.80076,21.161522,268.14913891,0.10595377,1099553706257
24.671659,23.197742,21.37042,20.82802,20.715967,268.13968746,6.67258812E-3,6755674587398168
23.376598,24.7171,23.653965,21.948172,21.207876,268.14342018,0.14279517,167804945
25.864361,23.368649,22.13715,21.008257,20.276018,268.1505425,0.12834949,2310346883987406864
24.519464,23.326511,22.494385,21.247229,21.076698,268.15680018,0.1921144,4503874807267344
23.842882,25.128088,21.782772,23.091501,22.015041,271.97607187,0.42005795,2312598683810005276
24.964493,23.300837,23.051218,22.53932,22.832438,271.9316852,0.59132957,49609964947243033
23.004414,26.442873,23.557384,21.216579,20.129118,272.74371087,0.5480342,9007199388975105
24.249487,22.338125,21.255816,20.8281,20.533422,267.72738734,0.83981331,76561468946022928
25.191002,24.837435,24.211557,22.408503,22.082319,267.74694911,0.88551197,9008298808480017
24.870903,24.63175,22.297398,21.31876,21.978039,267.74972368,0.87666921,2310346883987406864
23.849339,22.840374,21.924381,21.433363,21.844812,267.78879753,0.98269281,2312598683801092120
23.880842,24.898802,23.33349,21.18449,20.048361,267.79123228,0.996488,2305843009222082833
24.967157,25.023518,23.144478,21.350897,20.159662,267.79479618,0.98295717,2310416977853677585
24.747732,25.080494,23.386766,21.583548,20.80739,267.75104598,0.87904276,4575068151746577
23.162382,22.261829,21.435102,20.9473,20.438047,267.76234244,0.91086279,4503874840821832
25.223337,22.669373,21.756134,21.214191,21.016293,267.78398687,0.98387514,4503874773745664
25.20528,24.490582,22.042093,21.008677,20.042805,267.78548088,0.97524872,2312598683935342608
25.70314,23.295019,21.565773,21.212137,20.463243,267.81225733,1.03559378,4503874907963392
23.594917,23.262783,22.608303,21.441401,20.951454,267.73310549,0.83946915,9147936885866753
25.791296,25.657297,23.776827,21.630583,20.855907,267.76272906,0.93535599,9007199397347585
23.262335,24.746244,23.012009,21.50563,20.833082,267.80225977,1.01433406,9007199397347585
24.154839,22.241608,21.089308,20.962626,21.329264,268.16331666,0.86659019,6755674620985360
25.379246,23.916704,21.677702,20.968391,20.819736,268.15454463,0.84271511,4574243551445009
23.173468,23.618547,22.143555,21.465864,21.201677,268.16930834,0.86514605,8388865
23.478168,23.380863,21.422583,20.567614,20.596312,268.22928666,0.97720978,2312669052545269777
23.825909,22.463865,21.015131,20.451174,19.841173,268.2312568,1.00058761,2310346883987439640
24.131449,25.113569,24.801939,19.693449,19.695925,268.25004862,1.01224194,9007199397380369
24.953178,24.418869,21.523497,20.825359,20.147093,268.18068561,0.90218323,2312598683801092112
25.221033,23.871174,21.681049,21.300173,21.098709,268.18651564,0.89584045,4503874807267352
26.463467,22.950005,21.315678,20.805347,20.942017,268.20910375,0.94569311,4503874773745664
25.519075,23.219612,21.061152,20.296238,19.777987,268.21148748,0.96042882,4503874840854600
24.02527,24.148897,23.08082,21.141487,20.767176,268.23635866,0.99548654,45035996407922689
25.25486,22.118404,22.801233,24.36235,19.896122,268.59181638,0.85679406,4503874773712912
24.87944,23.82086,21.362823,20.52578,19.921776,268.67402048,0.97414976,6755674620985360
24.609549,24.212797,21.504387,20.421804,19.926905,268.70991041,1.01611643,2310346883987406864
25.659933,23.16489,21.120911,20.170841,19.669189,268.63667781,0.92655325,4573968640017681
24.554808,22.476055,21.293499,20.539562,19.947014,268.6869773,0.99100278,4503874773712896
25.560907,25.338675,22.221272,21.914043,20.9923,268.63469299,0.90902249,4503874773712896
26.162682,22.846424,21.405649,20.86256,20.164328,268.71341706,1.02577326,4503874773712896
26.179617,23.549679,21.948645,21.794174,21.470678,268.7135065,1.02346272,4503874907930624
25.043678,24.551785,22.728264,21.347387,20.796696,268.63411091,0.90710268,45035996407922689
23.381229,25.519966,22.589605,20.720703,20.107422,268.64160467,0.92741199,1
24.119459,23.172035,22.771923,20.966541,20.163652,268.67399122,0.97653147,9007199397380353
23.533192,24.458349,22.38887,22.332706,21.575029,269.05829148,0.89306642,4503874807398416
23.778814,24.292149,22.581232,21.276459,21.25004,269.07086169,0.91141158,4503874807267348
24.38917,24.060266,23.353943,20.865091,19.823114,269.02601552,0.86504587,2305843009213710353
23.775139,22.710598,21.365791,20.869633,20.73436,269.01096471,0.84643319,4503874773712896
23.400993,22.798229,21.904428,21.596184,21.229721,269.03125865,0.86371024,6755674620952592
23.347277,22.729662,21.727631,20.544641,19.573812,269.03665471,0.87040717,6826043331575825
24.68688,24.768538,24.261097,21.532894,21.336315,269.06078721,0.90143477,9007199464587593
23.975765,22.525719,21.654413,20.545929,20.125275,269.17302616,0.99911883,76561193933766672
24.522642,24.581059,22.965921,22.007582,20.924999,269.17468151,0.99708054,167821329
23.727465,25.117138,21.880816,20.650604,19.809103,269.18921779,1.01678401,2312598683801092112
25.787622,25.545006,22.499866,21.256886,20.647169,269.08543412,0.92171681,2310416977862066705
23.337803,22.658564,21.316717,20.644737,20.15328,269.23119615,1.04334845,4503874773712912
22.880703,23.398071,21.069178,20.473148,20.438345,269.47464181,0.86423969,2310346883987440912
26.409861,24.080864,22.62882,21.418129,21.337654,269.48003673,0.86720053,2308094809169985809
24.514545,23.644173,23.896839,19.784071,18.94482,269.53968921,0.90398829,142774545
23.980433,25.725658,22.439417,21.583071,21.306015,269.71584928,0.9743182,6755674620952592
24.082792,26.304836,22.605356,20.599096,20.804783,269.80693724,0.99586879,2305843009222082833
23.793835,23.622334,21.723246,20.887661,21.734619,269.81423895,0.98915312,2312598683801092112
24.632036,24.57873,21.784206,20.659851,20.354507,269.80412375,0.99458609,2312598683801092112
25.546682,23.842543,21.79624,21.282978,21.51623,269.78293034,0.98627541,2310346883987406864
24.425127,24.573057,22.0117,23.122368,22.636391,269.70821612,0.9632124,6755674587398160
24.537584,24.085732,21.50868,22.299084,22.296001,269.73718398,0.97215456,6755674587430928
25.119778,23.072884,21.564859,20.951048,21.181599,269.80991677,0.99278222,6755674620952592
23.867954,23.104418,22.465626,21.843616,20.780333,269.80983284,0.995605,4503874815656216
23.316641,23.014391,21.699329,21.244968,21.27562,269.74632422,0.97463446,4503874840821832
23.727604,23.367887,22.148611,22.912769,22.909435,269.90447399,1.00441861,2312598683801124880
24.521223,22.866898,22.063398,21.343338,20.781292,269.8571312,1.00042497,4503874807267344
24.050648,24.973824,22.349487,20.950081,20.177898,269.87921144,0.99937389,4573968673538065
23.730316,25.071337,24.008795,21.688633,22.495478,269.89694557,1.00254094,2305843009222091025
25.557365,24.420162,21.862577,21.304873,22.202646,269.95574131,1.00915462,2312598683801092120
25.029413,23.371159,23.163033,21.719097,21.61763,269.95280502,1.0072036,9007199431069969
24.10779,22.206984,24.805037,22.723749,20.38987,270.02337428,1.00884542,13510799293153584
22.930843,22.810972,22.291245,21.869629,23.134979,270.00174459,1.01360533,6755674629374224
25.267422,25.476578,22.562462,21.678598,21.509451,269.99086011,1.00960669,4573968681927185
24.078346,24.289688,22.301481,21.001982,20.439651,270.12609463,1.00251589,9007199388958721
23.328371,25.114296,24.802067,20.355648,20.934849,270.17199184,0.99959187,13510799293186352
24.483089,25.080223,24.802094,20.50997,22.48246,270.17297431,0.99964864,9007199397482769
24.263487,22.801525,21.370752,21.496256,20.815073,270.17313025,0.99998643,4503599929360400
24.088652,23.473717,22.031925,21.647116,22.590311,270.12885956,1.00587349,2310346883987406872
25.358854,23.692638,23.657488,21.614588,22.610802,270.15094143,0.99467944,45035996315648273
24.125175,22.14978,21.151752,20.524035,19.919542,270.15504846,0.99652909,2312598683801092120
23.664339,25.70771,23.035791,20.936337,20.497051,270.17574189,0.99538387,2251799855628561
25.89625,22.115234,21.547152,21.075933,20.973066,270.13845353,1.00504298,2312598683801092112
24.744446,23.584089,21.137646,20.649261,20.06077,270.14668438,0.99790104,2312598683801092112
25.758041,24.524754,21.547495,20.954741,20.763622,270.14958375,1.00296145,2312598683801092112
26.738708,23.460978,22.031618,21.361937,20.93166,270.16356838,0.99680471,4503874773712896
25.326513,22.710699,21.923998,21.879951,21.252728,270.18498947,0.99421671,4503874773712896
24.801363,23.802883,21.919344,20.150721,19.1383,270.19910691,0.99171943,6825768453685265
25.74127,22.491173,21.311335,20.725378,20.018972,270.35893339,0.93983517,2312598683801092112
26.292521,22.37109,21.282684,20.962721,20.682634,270.29182853,0.96858753,4503874773712896
26.340353,22.127546,21.109833,20.484039,19.913425,270.37126311,0.93669142,6755674587398160
24.566536,22.577248,24.80118,20.174212,22.829113,270.48054542,0.88672785,15762599107006768
22.707207,24.127756,23.537584,22.083366,22.389011,270.4406799,0.90793374,9147936919425297
24.06473,23.101849,25.766895,25.986856,23.282606,270.5131814,0.8704587,9007199397380369
25.919718,22.400963,21.601408,21.272327,21.021349,270.49231488,0.88663786,4503874849210696
26.462778,22.414152,21.156487,20.82415,20.012131,270.52122815,0.86638168,4503874782134528
23.552172,23.135527,21.445883,20.852032,19.909138,270.76850846,1.04833142,4503874807791640
25.925419,23.890373,22.033537,23.141054,21.886908,270.87966656,0.96051194,2312598683809514000
25.771511,25.412003,23.443474,21.532242,21.016766,269.73327922,0.90675932,9007199388958721
24.810738,22.300552,21.245049,20.9035,20.508183,269.85186957,0.93430887,4503874849210440
25.321037,23.852379,22.085579,21.322481,22.127098,270.07456233,0.94385448,2310346609109499920
23.578262,23.989153,22.311113,21.970322,22.435284,270.05456007,0.93828235,2312598683801092112
22.905937,22.455185,21.591379,21.31144,20.591021,269.98115856,0.94523951,4503874773712896
25.611412,23.608644,21.727573,20.800619,20.717104,270.0636965,0.93755257,4503599962914888
26.106318,23.444347,21.702681,21.427515,20.216429,270.10697641,0.93608806,4503874773712896
23.720734,25.516365,22.671917,21.224804,20.469028,270.10735466,0.94029998,41943321
27.04117,28.619822,27.379004,27.800127,15.804507,270.17038517,0.92666438,9007199397777681
23.420914,24.974075,22.096472,21.146358,20.511656,270.13058453,0.9348292,2310416977853677585
24.034916,22.668804,21.102772,20.195354,19.590227,270.20783025,0.92290984,6755674620952592
26.219543,22.956913,21.375216,20.755198,20.325844,270.23514718,0.91652537,4503874773712896
24.557095,23.793125,22.330381,21.41888,21.923338,270.28462662,0.89705708,2312598683801092120
25.551085,24.033501,22.31008,20.777882,19.786095,270.33605874,0.87871731,2312668777675886609
24.185694,23.912964,22.408363,21.177633,20.528605,270.33903446,0.87993407,4503874840821832
24.650419,24.481153,22.923182,21.153948,19.876905,270.40390055,0.84926137,2314850208468566041
24.019369,25.147308,21.703524,21.038391,20.360928,270.75767571,0.951491,2312598683801092120
23.472263,24.885296,23.919922,21.26296,20.452877,270.74675668,0.96130938,2305843009222218009
23.717209,22.702662,21.393532,24.384621,20.606205,270.84613851,0.86840837,6755674595786768
23.347904,24.741802,22.792089,21.316744,21.323338,270.76412425,0.94399271,2305843009213693969
24.770884,23.325035,21.718307,21.018114,20.749495,270.75511583,0.95039504,4503874773712896
23.924042,25.807112,21.457811,20.352821,19.749147,270.83977656,0.87871133,4503874840821832
23.101797,23.203199,22.732409,20.684946,21.295071,270.87789451,0.83882797,2382404478025465872
23.950827,24.119864,21.265556,20.257,19.9858,271.28537455,0.88074035,4503599929360400
22.635332,22.907707,21.534861,21.158638,20.428019,271.20857773,0.9846301,4503874773712896
25.186102,23.837688,21.844942,21.161644,20.594896,271.25302921,0.92059161,6755674620952600
26.012217,23.438957,21.775208,21.295113,22.474432,271.64436067,1.04457655,2312598683809480720
25.308197,24.127069,22.039608,23.063972,22.387756,271.65644971,1.00665527,2312598683801092112
23.811611,24.360241,22.089397,21.063587,21.355742,271.67341683,0.98942449,2310346884121624592
23.873871,22.241783,21.527395,20.94396,20.22049,271.74183612,0.85619469,4503874773712896
22.947933,26.827007,22.72805,21.231279,20.047579,271.69250958,0.95631071,8388865
23.352222,22.432325,21.596287,21.140095,21.147448,272.0636891,0.99117128,6755674620952600
24.47876,23.576385,23.108112,21.547443,22.016766,272.09164169,0.91392392,2310416977862066449
24.53043,25.955196,23.484863,22.961863,20.512131,272.12173873,0.8589605,2305843009222082833
25.507032,25.336943,25.335981,22.138069,21.655413,272.1171435,0.85893813,9007199388958737
23.579027,23.929428,21.491846,20.603777,20.929777,272.08411367,0.93503769,2312598683801092120
23.386444,24.634571,22.790503,21.703678,21.418371,272.13090585,0.84005014,2310416977853808657
25.196325,24.076242,24.804642,24.485258,19.220798,267.94630958,-1.00841979,2314850208602678545
24.026049,24.178804,21.93401,20.899099,20.940485,267.96265228,-1.04257306,33947665
25.299702,25.561359,23.304108,20.823862,21.665346,267.92919502,-0.95687741,2350879005630038289
23.938606,27.038933,23.133623,21.243654,23.338335,267.95694588,-1.01835075,9007199397482769
24.184938,25.556995,22.565054,20.901114,22.611803,267.96083763,-1.02432757,11258999236329489
25.53009,24.160599,21.223797,20.70528,20.199251,267.93192822,-0.97576806,2312598683801227280
23.581047,23.329041,22.609692,21.241581,22.539429,267.97066644,-1.04242727,9007199389122585
23.498411,24.723866,21.662806,21.616554,21.894979,267.94038794,-0.98417983,2312598683801092112
21.548008,24.544159,21.802303,20.223722,19.648487,267.95089656,-1.02551401,2312669052545269785
26.336988,23.803883,22.867046,21.003223,21.501204,267.95347614,-1.01353854,2319424451986325529
23.54549,22.803892,21.518595,20.984327,20.444046,267.96316085,-1.04916643,4662204448243712
25.247492,25.059608,22.282108,21.075981,20.566938,267.97616766,-1.05457442,49609964947243025
26.505747,22.037289,21.203215,20.501822,20.312773,268.00400988,-1.11017576,4503874773712896
23.793314,22.148937,21.127365,20.399876,20.104416,268.0076931,-1.11980642,4503874807267344
24.634695,25.114399,24.802046,19.313786,22.82692,268.32298151,-0.98732195,9007199432380689
24.824032,25.447567,25.128777,16.485603,15.783551,268.3224971,-0.98842071,9007199398826265
23.025183,24.636938,21.765863,20.861378,22.44911,268.29485949,-0.94041726,2310346883987406872
23.397713,26.820789,25.505049,21.647028,24.060299,268.30450782,-0.96135692,9007199397482777
21.781111,26.242016,26.474825,26.757677,22.918173,268.30051147,-0.9552616,9008298909110545
23.499762,24.556131,21.528973,20.894632,21.681831,268.33963262,-1.01915248,2312598683943698960
25.272242,24.602455,22.058931,20.929697,21.205286,268.33232283,-0.99729284,4503874907930624
24.108307,22.526161,21.371012,20.446201,20.066032,268.343464,-1.0161849,4503874773712896
23.124964,23.381475,21.407124,20.740931,20.307976,268.34936097,-1.01950148,4503874773712896
22.525331,26.830179,23.410173,22.139093,20.225536,268.30182166,-0.95106554,9007199397347585
25.900043,23.035124,21.95701,21.246874,21.782475,268.34550272,-1.02597264,4503875176366080
23.659782,25.820242,22.672529,21.077427,20.701405,268.34088353,-1.00540181,9007199388958721
24.194147,25.114414,21.03223,19.239044,22.826931,268.79529349,-0.982248,4503874807267352
27.397917,29.541283,29.615278,15.374466,27.198349,268.79388754,-0.98932951,9007199397777681
25.623049,25.496712,21.272326,20.262728,21.2397,268.76241475,-0.94041664,2310346883987406868
24.831404,23.479326,21.540577,21.333214,20.699543,268.76494723,-0.94978342,6755674587398160
25.539883,25.708342,22.046423,22.593216,21.450319,268.82360045,-1.01290287,2312598683809480976
23.970539,24.847012,22.462656,20.78347,20.969004,268.78713551,-0.97452045,2310416977862066193
26.606424,25.284021,21.285032,20.395939,20.143879,268.84112402,-1.04408598,4503874773712896
25.309053,22.608711,23.148741,26.138752,21.628105,269.24886822,-0.95590097,13581168070885649
23.390007,23.713438,21.601458,21.068354,20.80862,269.2986483,-0.99018063,6755674621087760
22.949661,23.405289,21.081837,20.595089,20.207388,269.37096569,-1.03782275,2312598683801124888
25.163591,25.410395,21.907391,21.013075,21.417114,269.35291543,-1.02640711,6755674621083672
25.583151,24.713993,21.062199,19.520292,19.756813,269.90857124,-0.94311217,4503874807267344
25.827196,22.46207,21.113266,20.554285,20.81069,269.9348342,-0.94098838,4503874773712896
24.632433,25.115553,24.80938,21.152544,18.491535,270.42090871,-1.14068346,9007199398035733
23.865614,23.997269,21.035913,20.381172,20.101002,270.62386921,-1.03987157,4503874807267344
28.06065,28.491411,27.540525,27.897558,16.292168,270.65211976,-1.02105316,13510799294628144
24.634851,25.116056,24.802025,15.906063,22.826908,270.72539288,-0.97320679,13510799293583664
24.776091,24.905727,22.705317,21.896946,20.848621,271.23552664,-0.94864127,4503874807300112
24.15802,23.218649,21.451118,20.263924,19.598513,271.16124991,-1.02900855,2310346883987406872
24.100807,23.232983,21.856712,21.27293,20.743418,271.1894002,-1.0043992,4503599929360400
21.120361,25.150303,24.809568,24.362871,22.181141,271.19702657,-0.99987468,9007199397347601
25.608704,22.612947,21.392517,20.450979,19.951252,271.1554449,-1.04459905,4503874807267352
25.365992,23.985252,21.254059,20.111694,19.743628,271.14965535,-1.04647369,2310417252731617297
23.314049,25.477165,21.726032,20.727953,20.201347,271.19920348,-0.99500175,4503874840821832
25.357723,22.294403,21.438307,20.679813,19.928535,271.21904079,-0.9723183,4503874773712896
23.78266,23.662983,22.683079,22.056704,22.077354,271.67251208,-0.98595354,4503874815656208
20.563345,25.114515,24.802107,24.361885,22.826971,271.64356456,-1.03318097,9007199397515537
25.635202,23.841196,21.277514,20.13439,21.409912,271.63770987,-1.03728005,2310346883987440912
24.561571,25.987011,23.764473,21.499067,20.104828,271.69790969,-0.95126582,9008298934272017
23.465942,25.727135,21.777653,21.715321,21.610725,271.70060209,-0.94059155,4503599929884692
24.143435,25.180752,22.423643,20.496849,19.939386,271.6599781,-1.00189992,2319424177116807697
23.519449,23.451088,21.941584,21.756922,21.39225,271.66347579,-1.00339016,4503874807267344
27.041508,23.588009,21.165304,20.483637,20.331329,271.66880573,-1.0065319,4503874773712896
26.132448,23.426188,21.330151,20.115599,20.005239,271.64190777,-1.03880462,134217729
22.801603,23.11125,24.936922,17.113882,17.835642,268.52763748,0.1211249,13510799293186352
25.181444,23.694761,21.71706,21.049612,20.717152,268.53072984,0.12175751,6755674620952592
24.831083,24.297773,21.803635,20.792883,20.316402,268.53559947,0.19942982,4503874807267344
24.547781,24.456251,22.809948,21.74214,21.415554,268.53909655,0.17496482,1099545333777
26.282959,23.931318,23.099602,21.966478,22.036705,268.54008723,0.17430246,1099545317401
22.844847,25.355013,24.650793,22.388893,22.415615,268.54193916,0.18296379,9007199431069969
25.742754,22.526529,22.040873,21.174395,21.979952,268.52391469,0.02279426,6755674620952592
25.645287,22.180912,21.746847,21.15449,20.275146,268.52268663,0.06189031,76561193942155792
25.688013,23.716726,22.729755,22.087967,22.581839,268.52709722,0.12903605,4503874807267352
22.749897,24.538294,22.906637,22.569685,22.183598,268.52692317,0.09209034,13581442806186001
24.671694,24.567251,22.031612,21.139969,21.203623,268.53600851,0.12697318,2312598683809644560
26.080711,24.301445,21.372953,20.469803,20.252316,268.53554601,0.17659666,2312598683801124880
23.29665,23.781462,23.347059,22.078609,23.09923,268.53574901,0.17469086,4573968673538073
23.736197,25.578617,24.215708,22.037088,21.374098,268.5319133,0.08661653,11258999211163929
23.518301,23.83954,22.684891,21.936251,22.342548,268.53545017,0.11015647,6826043365130257
24.389433,22.917681,21.392633,20.435112,19.965269,268.52272993,0.01140474,4503874773712912
23.319603,22.554226,21.975676,21.521954,21.174425,268.52167426,0.03777798,6755674620952592
24.761707,24.775354,24.158432,21.887701,22.515589,268.52809219,0.11633822,11258999236362257
24.326511,24.803505,24.633514,21.946993,20.84366,268.53422544,0.12928179,11258999244620049
22.680441,24.358196,22.631006,21.391373,20.950499,268.52906785,0.10295315,4503874773712896
24.131077,24.740564,22.463104,22.401892,20.97621,268.52915822,0.06144762,4503874773712896
23.899183,23.882069,22.324705,22.314342,21.467569,268.53015073,0.05912255,4503874773712896
23.570118,24.520226,22.272444,20.367868,19.17135,268.53135471,0.02003048,6755674587398160
24.184305,24.049276,22.257994,21.028812,20.828911,268.53200761,0.08890041,2310346884121624592
24.917824,23.489166,22.378483,21.118784,19.980684,268.52764472,0.07857454,9007199388991489
23.676285,24.834797,23.094978,21.366968,20.371954,268.53845299,0.19302104,9007199388958721
24.388216,24.305899,22.114248,20.872406,20.095385,268.8112131,1.4166446E-3,2312598683809513744
24.571232,22.652578,21.866602,21.377386,21.18733,268.81172411,6.96648854E-3,2310346883987406864
